Transporte,Nº Pallet,Material,Texto breve de material,    Ctd.,Cant. mat.,Usuario,Hora,Fecha,Usuario confirma,Hora,Fecha.Conf,Conf.,T. Pallet1
6182656,3,121310,Sprite MidCal RP2.0 x 8,"1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182656,3,120447,"Coca Cola Sin Azucar RP3,0 x 6","22,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182656,3,120171,"Coca Cola VD1,25 x 9","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182656,4,120377,"Powerade Frozen Blast PT1,1 x 6","29,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182656,4,121076,"Nordic Zero Ginger Ale PT3,0 x 6","3,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182656,5,122921,Benedictino S/G PT6.5 x 2 Cilindrico,"1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182656,5,122935,"Benedictino C/G PT2,0 x 6","2,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182656,5,121378,"Sprite MidCal PT3,0 x 6","14,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182656,5,122939,Benedictino Manzana PT1.5cc x 6,"4,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182656,5,122938,Benedictino Pera PT1.5cc x 6,"3,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182656,5,122941,Benedictino Pomelo Menta PT1.5cc x 6,"1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182656,5,120420,"Coca Cola Light PT1,5 x 6","9,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182656,5,120657,"Fanta Naranja Full Sugar PT1,5L x6","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182656,5,120722,"Inca Kola Mango PT1,5 L x 6","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182656,5,121323,"Sprite MidCal PT1,5 x 6","3,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182656,5,122615,"Vital C/G PT 1,6 x 6 term.","41,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182656,5,124204,"Andina Frut Naranja PT1,5 x 6","2,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182656,5,124214,"Andina Frut Piña PT1,5 x 6","2,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182656,5,124314,"Andina Nectar Durazno PT1,5 x 6","3,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182656,5,122977,"Benedictino C/G PT3,0 x 6","2,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182656,6,120112,"Coca Cola RP2,0 L x 8","40,000","    0,000",,00:00:00,,,00:00:00,,,PC
6182656,7,120479,Coca Cola Sin Azucar Express 237cc x 24,"6,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182656,7,120149,Coca Cola Express VD237cc x 24,"21,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182656,8,122225,Monster Ultra Paradise LT473cc x 6,"4,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182656,8,122200,Monster Ultra LT473cc x 6,"12,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182656,8,122233,Monster NJ Ripper LT473cc x 6,"8,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182656,9,120171,"Coca Cola VD1,25 x 9","40,000","    0,000",,00:00:00,,,00:00:00,,,PC
6182656,10,121371,Sprite MidCal VD1.25 x 9,"3,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182656,10,120668,"Fanta Naranja Full Sugar RGB 1,25L x9","2,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182656,10,120450,"Coca Cola Sin Azucar VD1,25 x 9","2,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182657,10,122936,"Benedictino S/G PT2,0 x 6 (Fab)","7,000","7,000",CRISTIAN REYES,01:35:00,01.03.2025,CRISTIAN REYES,01:36:29,01.03.2025,C,PM
6182657,9,127423,Cer Bud Zero S/Alc VD330cc 0g 6x4,"2,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182657,9,127204,"Cer Becker LT354cc 4,5g x 18","7,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182657,9,122202,Monster Energy LT473cc x 6,"24,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182657,9,122234,Monster Energy Zero Sugar Green LT473 x6,"20,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182657,9,127431,"Cer Corona sin alcohol VD330cc 0,0g 6x4","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182657,9,127296,Cer Stella Arts LT354cc 5g x12,"14,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182657,9,122200,Monster Ultra LT473cc x 6,"4,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182657,9,127271,"Cer Cusque LT354cc 4,8g x12","7,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182657,9,127353,Cer Budweiser LT354cc 5g x18,"1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182657,9,127392,Cer Stella Arts LT354cc 5g x24,"3,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182657,9,127443,"Cer Quilmes LT354cc 4,9g x24","3,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182657,9,127404,"Cer Quilmes LT354cc 4,9g x12","11,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182657,8,120123,"Coca Cola PT2,0cc x 6","38,000","38,000",CRISTIAN REYES,01:35:09,01.03.2025,CRISTIAN REYES,01:36:23,01.03.2025,C,PM
6182657,8,120522,"Coca Cola Sin Azucar PT2,0 x 6","20,000","20,000",CRISTIAN REYES,01:35:09,01.03.2025,CRISTIAN REYES,01:36:23,01.03.2025,C,PM
6182657,8,122935,"Benedictino C/G PT2,0 x 6","16,000","16,000",CRISTIAN REYES,01:35:09,01.03.2025,CRISTIAN REYES,01:36:23,01.03.2025,C,PM
6182657,8,120422,"Coca Cola Light PT2,0 x 6","1,000","1,000",CRISTIAN REYES,01:35:09,01.03.2025,CRISTIAN REYES,01:36:23,01.03.2025,C,PM
6182657,7,127293,Cer Stella Arts VD330cc 5g 6x4,"1,000","1,000",CERVEZAS,04:13:14,01.03.2025,CERVEZAS,04:13:45,01.03.2025,C,PM
6182657,7,127347,"Cer Corona VD330cc 4,5g 6x4","5,000","5,000",CERVEZAS,04:13:14,01.03.2025,CERVEZAS,04:13:45,01.03.2025,C,PM
6182657,7,127409,Cer Becker Golden LT473cc 5g 6x4,"1,000","1,000",CERVEZAS,04:13:14,01.03.2025,CERVEZAS,04:13:45,01.03.2025,C,PM
6182657,7,127394,Cer Budweiser VD330cc 5g 6x4,"3,000","3,000",CERVEZAS,04:13:14,01.03.2025,CERVEZAS,04:13:45,01.03.2025,C,PM
6182657,6,120658,"Fanta Naranja Full Sugar PT3,0L x6","2,000","2,000",CRISTIAN REYES,01:35:15,01.03.2025,CRISTIAN REYES,01:36:18,01.03.2025,C,PM
6182657,6,120472,"Coca Cola Sin Azucar PT2,5 x 6 term","19,000","19,000",CRISTIAN REYES,01:35:15,01.03.2025,CRISTIAN REYES,01:36:18,01.03.2025,C,PM
6182657,6,121276,"Fanta Zero PT3,0 x 6","1,000","1,000",CRISTIAN REYES,01:35:15,01.03.2025,CRISTIAN REYES,01:36:18,01.03.2025,C,PM
6182657,6,121076,"Nordic Zero Ginger Ale PT3,0 x 6","1,000","1,000",CRISTIAN REYES,01:35:15,01.03.2025,CRISTIAN REYES,01:36:18,01.03.2025,C,PM
6182657,6,121378,"Sprite MidCal PT3,0 x 6","1,000","1,000",CRISTIAN REYES,01:35:15,01.03.2025,CRISTIAN REYES,01:36:18,01.03.2025,C,PM
6182657,6,120128,"Coca Cola PT2,5cc x 6","34,000","34,000",CRISTIAN REYES,01:35:15,01.03.2025,CRISTIAN REYES,01:36:18,01.03.2025,C,PM
6182657,5,120141,Coca Cola Personal 350cc x 24,"1,000","1,000",JEAN ETIENNE,00:47:59,01.03.2025,JEAN ETIENNE,00:48:07,01.03.2025,C,PM
6182657,5,121350,"Sprite MidCal RP3,0 x 6","2,000","2,000",JEAN ETIENNE,00:47:59,01.03.2025,JEAN ETIENNE,00:48:07,01.03.2025,C,PM
6182657,5,120447,"Coca Cola Sin Azucar RP3,0 x 6","5,000","5,000",JEAN ETIENNE,00:47:59,01.03.2025,JEAN ETIENNE,00:48:07,01.03.2025,C,PM
6182657,5,121566,"Sprite Sin Azucar RP2,0 x8","1,000","1,000",JEAN ETIENNE,00:47:59,01.03.2025,JEAN ETIENNE,00:48:07,01.03.2025,C,PM
6182657,5,120250,"Coca Cola RP3,0 x 6","13,000","13,000",JEAN ETIENNE,00:47:59,01.03.2025,JEAN ETIENNE,00:48:07,01.03.2025,C,PM
6182657,5,120112,"Coca Cola RP2,0 L x 8","3,000","3,000",JEAN ETIENNE,00:47:59,01.03.2025,JEAN ETIENNE,00:48:07,01.03.2025,C,PM
6182657,4,121562,"Sprite Sin Azucar PT1,5 x6","3,000","3,000",CRISTIAN REYES,01:35:22,01.03.2025,CRISTIAN REYES,01:36:12,01.03.2025,C,PM
6182657,4,120524,"Coca Cola Original PT3,0 x 6","15,000","15,000",CRISTIAN REYES,01:35:22,01.03.2025,CRISTIAN REYES,01:36:12,01.03.2025,C,PM
6182657,4,120742,"Inca Kola Zero PT1,5 x 6","1,000","1,000",CRISTIAN REYES,01:35:22,01.03.2025,CRISTIAN REYES,01:36:12,01.03.2025,C,PM
6182657,4,122921,Benedictino S/G PT6.5 x 2 Cilindrico,"50,000","50,000",CRISTIAN REYES,01:35:22,01.03.2025,CRISTIAN REYES,01:36:12,01.03.2025,C,PM
6182657,4,122941,Benedictino Pomelo Menta PT1.5cc x 6,"4,000","4,000",CRISTIAN REYES,01:35:22,01.03.2025,CRISTIAN REYES,01:36:12,01.03.2025,C,PM
6182657,4,124279,"DV Fresh Frutas Tropicales MidC PT1,5 x6","1,000","1,000",CRISTIAN REYES,01:35:22,01.03.2025,CRISTIAN REYES,01:36:12,01.03.2025,C,PM
6182657,4,124278,"DV Fresh Naranja Mid Cal PT1,5 x 6","1,000","1,000",CRISTIAN REYES,01:35:22,01.03.2025,CRISTIAN REYES,01:36:12,01.03.2025,C,PM
6182657,4,121221,"Fanta Nar.Zero+ Vit C PT1,5 x 6","1,000","1,000",CRISTIAN REYES,01:35:22,01.03.2025,CRISTIAN REYES,01:36:12,01.03.2025,C,PM
6182657,4,120657,"Fanta Naranja Full Sugar PT1,5L x6","1,000","1,000",CRISTIAN REYES,01:35:22,01.03.2025,CRISTIAN REYES,01:36:12,01.03.2025,C,PM
6182657,3,124284,"Andina Frut Manzana PT1,5 x 6","1,000","1,000",FERNANDO CASTILLO,00:50:35,01.03.2025,FERNANDO CASTILLO,00:50:58,01.03.2025,C,PM
6182657,3,121323,"Sprite MidCal PT1,5 x 6","3,000","3,000",FERNANDO CASTILLO,00:50:35,01.03.2025,FERNANDO CASTILLO,00:50:58,01.03.2025,C,PM
6182657,3,124216,"Andina Light Piña PT1,5 x 6","2,000","2,000",FERNANDO CASTILLO,00:50:35,01.03.2025,FERNANDO CASTILLO,00:50:58,01.03.2025,C,PM
6182657,3,122715,"Vital S/G PT1,6 x 6 Term","4,000","4,000",FERNANDO CASTILLO,00:50:35,01.03.2025,FERNANDO CASTILLO,00:50:58,01.03.2025,C,PM
6182657,3,122937,"Benedictino Limonada Jengbre PT1,5cc x 6","4,000","4,000",FERNANDO CASTILLO,00:50:35,01.03.2025,FERNANDO CASTILLO,00:50:58,01.03.2025,C,PM
6182657,3,124314,"Andina Nectar Durazno PT1,5 x 6","3,000","3,000",FERNANDO CASTILLO,00:50:35,01.03.2025,FERNANDO CASTILLO,00:50:58,01.03.2025,C,PM
6182657,3,122615,"Vital C/G PT 1,6 x 6 term.","22,000","22,000",FERNANDO CASTILLO,00:50:35,01.03.2025,FERNANDO CASTILLO,00:50:58,01.03.2025,C,PM
6182657,3,122939,Benedictino Manzana PT1.5cc x 6,"13,000","13,000",FERNANDO CASTILLO,00:50:35,01.03.2025,FERNANDO CASTILLO,00:50:58,01.03.2025,C,PM
6182657,3,122938,Benedictino Pera PT1.5cc x 6,"10,000","10,000",FERNANDO CASTILLO,00:50:35,01.03.2025,FERNANDO CASTILLO,00:50:58,01.03.2025,C,PM
6182657,3,122878,"Schweppes Agua Tonica S/Azucar PT1,5 x 6","1,000","1,000",FERNANDO CASTILLO,00:50:35,01.03.2025,FERNANDO CASTILLO,00:50:58,01.03.2025,C,PM
6182657,3,124224,"And Frut Naranja Light PT1,5 x 6","9,000","9,000",FERNANDO CASTILLO,00:50:35,01.03.2025,FERNANDO CASTILLO,00:50:58,01.03.2025,C,PM
6182657,3,124256,"Andina Low Cal Frutilla 0% PT1,5 x 6","2,000","2,000",FERNANDO CASTILLO,00:50:35,01.03.2025,FERNANDO CASTILLO,00:50:58,01.03.2025,C,PM
6182657,3,120121,"Coca Cola PT1,5cc x 6","19,000","19,000",FERNANDO CASTILLO,00:50:35,01.03.2025,FERNANDO CASTILLO,00:50:58,01.03.2025,C,PM
6182657,3,120480,"Coca Cola Sin Azucar PT1,5 x 6","7,000","7,000",FERNANDO CASTILLO,00:50:35,01.03.2025,FERNANDO CASTILLO,00:50:58,01.03.2025,C,PM
6182657,2,123454,"Del Valle Durazno Light PT1,25 x 6","35,000","35,000",FERNANDO CASTILLO,00:50:28,01.03.2025,FERNANDO CASTILLO,00:51:20,01.03.2025,C,PM
6182657,2,123456,"Del Valle Piña PT 1,25 Lt x 6","27,000","27,000",FERNANDO CASTILLO,00:50:28,01.03.2025,FERNANDO CASTILLO,00:51:20,01.03.2025,C,PM
6182657,2,123457,"Del Valle MultiFrutilla Pt 1,25 x 6","44,000","44,000",FERNANDO CASTILLO,00:50:28,01.03.2025,FERNANDO CASTILLO,00:51:20,01.03.2025,C,PM
6182657,2,120367,"Powerade Zero Uva PT1,1 x 6","2,000","2,000",FERNANDO CASTILLO,00:50:28,01.03.2025,FERNANDO CASTILLO,00:51:20,01.03.2025,C,PM
6182657,2,120369,"Powerade Zero Lima Limon PT1,1 x 6","2,000","2,000",FERNANDO CASTILLO,00:50:28,01.03.2025,FERNANDO CASTILLO,00:51:20,01.03.2025,C,PM
6182657,1,124163,Andina Low Cal Naranja 0% TT200cc x 24,"1,000","1,000",NICOLAS VALENZUELA,04:29:02,01.03.2025,NICOLAS VALENZUELA,04:29:20,01.03.2025,C,PM
6182657,1,120437,Coca Cola  PT591cc x 6,"6,000","6,000",NICOLAS VALENZUELA,04:29:02,01.03.2025,NICOLAS VALENZUELA,04:29:20,01.03.2025,C,PM
6182657,1,123684,Andif Manzana Personal 200cc 6*4,"2,000","2,000",NICOLAS VALENZUELA,04:29:02,01.03.2025,NICOLAS VALENZUELA,04:29:20,01.03.2025,C,PM
6182657,1,120377,"Powerade Frozen Blast PT1,1 x 6","8,000","8,000",NICOLAS VALENZUELA,04:29:02,01.03.2025,NICOLAS VALENZUELA,04:29:20,01.03.2025,C,PM
6182657,1,120438,Coca Cola Sin Azucar PT591cc x 6,"7,000","7,000",NICOLAS VALENZUELA,04:29:02,01.03.2025,NICOLAS VALENZUELA,04:29:20,01.03.2025,C,PM
6182657,1,120636,Fanta Naranja Full Sugar PT591ml x6,"1,000","1,000",NICOLAS VALENZUELA,04:29:02,01.03.2025,NICOLAS VALENZUELA,04:29:20,01.03.2025,C,PM
6182657,1,120373,"Powerade Rojo PT1,1 x 6","2,000","2,000",NICOLAS VALENZUELA,04:29:02,01.03.2025,NICOLAS VALENZUELA,04:29:20,01.03.2025,C,PM
6182657,1,123453,"Del Valle Durazno PT 1,25 Lt x 6","25,000","25,000",NICOLAS VALENZUELA,04:29:02,01.03.2025,NICOLAS VALENZUELA,04:29:20,01.03.2025,C,PM
6182657,1,121384,Sprite MidCal PT591cc x 6,"1,000","1,000",NICOLAS VALENZUELA,04:29:02,01.03.2025,NICOLAS VALENZUELA,04:29:20,01.03.2025,C,PM
6182657,1,122729,Vital S/G PT600cc x 12 term,"1,000","1,000",NICOLAS VALENZUELA,04:29:02,01.03.2025,NICOLAS VALENZUELA,04:29:20,01.03.2025,C,PM
6182657,1,120375,"Powerade Naranja PT1,1 x 6","2,000","2,000",NICOLAS VALENZUELA,04:29:02,01.03.2025,NICOLAS VALENZUELA,04:29:20,01.03.2025,C,PM
6182657,1,120683,Fanta Zero PT591cc x 6,"1,000","1,000",NICOLAS VALENZUELA,04:29:02,01.03.2025,NICOLAS VALENZUELA,04:29:20,01.03.2025,C,PM
6182657,1,120262,Vitaminwater Revive PT500cc x 4,"6,000","6,000",NICOLAS VALENZUELA,04:29:02,01.03.2025,NICOLAS VALENZUELA,04:29:20,01.03.2025,C,PM
6182657,1,123455,"Del Valle Naranja PT 1,25 Lt x 6","23,000","23,000",NICOLAS VALENZUELA,04:29:02,01.03.2025,NICOLAS VALENZUELA,04:29:20,01.03.2025,C,PM
6182657,1,121561,Sprite Sin Azucar PT591cc x6,"2,000","2,000",NICOLAS VALENZUELA,04:29:02,01.03.2025,NICOLAS VALENZUELA,04:29:20,01.03.2025,C,PM
6182657,1,120266,Vitaminwater Energy  PT500cc x 4,"1,000","1,000",NICOLAS VALENZUELA,04:29:02,01.03.2025,NICOLAS VALENZUELA,04:29:20,01.03.2025,C,PM
6182657,1,122942,Benedictino Manzana PT500cc x 6,"2,000","2,000",NICOLAS VALENZUELA,04:29:02,01.03.2025,NICOLAS VALENZUELA,04:29:20,01.03.2025,C,PM
6182657,1,120378,Powerade Frozen Blast PT850 x 6,"2,000","2,000",NICOLAS VALENZUELA,04:29:02,01.03.2025,NICOLAS VALENZUELA,04:29:20,01.03.2025,C,PM
6182657,1,120509,Coca Cola Sin Azucar LT350cc x 6 FILM,"12,000","12,000",NICOLAS VALENZUELA,04:29:02,01.03.2025,NICOLAS VALENZUELA,04:29:20,01.03.2025,C,PM
6182657,1,120371,"Powerade Zero Frozen Blast PT1,1 x 6","2,000","2,000",NICOLAS VALENZUELA,04:29:02,01.03.2025,NICOLAS VALENZUELA,04:29:20,01.03.2025,C,PM
6182657,1,122951,Benedictino C/G PT500cc x 12,"1,000","1,000",NICOLAS VALENZUELA,04:29:02,01.03.2025,NICOLAS VALENZUELA,04:29:20,01.03.2025,C,PM
6182657,1,122629,Vital C/G PT600cc x 12 ter,"4,000","4,000",NICOLAS VALENZUELA,04:29:02,01.03.2025,NICOLAS VALENZUELA,04:29:20,01.03.2025,C,PM
6182657,1,120142,Coca Cola LT350cc x 6 FILM,"48,000","48,000",NICOLAS VALENZUELA,04:29:02,01.03.2025,NICOLAS VALENZUELA,04:29:20,01.03.2025,C,PM
6182657,1,122953,Benedictino S/G PT500cc x 12 (Fab),"1,000","1,000",NICOLAS VALENZUELA,04:29:02,01.03.2025,NICOLAS VALENZUELA,04:29:20,01.03.2025,C,PM
6182659,1,122977,"Benedictino C/G PT3,0 x 6","7,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,121323,"Sprite MidCal PT1,5 x 6","4,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,120722,"Inca Kola Mango PT1,5 L x 6","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,120657,"Fanta Naranja Full Sugar PT1,5L x6","2,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,121221,"Fanta Nar.Zero+ Vit C PT1,5 x 6","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,124278,"DV Fresh Naranja Mid Cal PT1,5 x 6","2,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,122906,"Benedictino S/G PT1,5 x 6","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,122941,Benedictino Pomelo Menta PT1.5cc x 6,"1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,122938,Benedictino Pera PT1.5cc x 6,"1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,122937,"Benedictino Limonada Jengbre PT1,5cc x 6","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,122905,"Benedictino C/G PT1,5 x 6","4,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,122921,Benedictino S/G PT6.5 x 2 Cilindrico,"15,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,122954,"Benedictino Pomelo Menta PT2,0cc x 6","3,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,122933,"Benedictino Pera PT2,0cc x 6","6,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,122940,"Benedictino Manzana PT2,0cc x 6","6,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,122944,"Benedictino Limonada Jengibre PT2,0cc x6","2,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,121562,"Sprite Sin Azucar PT1,5 x6","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,122615,"Vital C/G PT 1,6 x 6 term.","12,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,122715,"Vital S/G PT1,6 x 6 Term","3,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,122283,"Aquarius Manzana (PRODUCIDO) PT1,6 x 6","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,122285,"Aquarius Pera (PRODUCIDO) PT1,6 x 6","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,122289,"Aquarius Uva (PRODUCIDO) PT1,6 x 6","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,122875,"Schweppes Ginger Ale PT1,5cc x 6","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,124257,"ADV Kiwi 0% PT1,5 x 6","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,124284,"Andina Frut Manzana PT1,5 x 6","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,124204,"Andina Frut Naranja PT1,5 x 6","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,124214,"Andina Frut Piña PT1,5 x 6","2,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,124304,"Andina Nectar Damasco PT1,5 x 6","2,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,124314,"Andina Nectar Durazno PT1,5 x 6","3,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,124355,"Nect. Durazno Light PT1,5 x 6","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,122915,"Benedictino S/G PT3,0 x 6","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,121276,"Fanta Zero PT3,0 x 6","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,2,121567,"Sprite Sin Azucar PT3,0 x6","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,3,127293,Cer Stella Arts VD330cc 5g 6x4,"2,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,3,127347,"Cer Corona VD330cc 4,5g 6x4","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,3,127394,Cer Budweiser VD330cc 5g 6x4,"2,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,3,127224,"Cer Baltica LT473cc 5,8g 6x4","2,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,3,127426,"Cer Quilmes LT710cc 4,9g x12","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,3,127402,Cer Budweiser LT710cc 5g x12,"2,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,3,127287,"Cer Becker LT473cc 4,5g 6x4","2,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,3,127280,"Cer Becker Rja LT473c 5,1g 6x4","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,3,127230,"Cer Quilmes LT473cc 4,9g 6x4","3,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,3,127235,Cer Stella Arts LT473cc 5g 6x4,"1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,4,127881,Vino Carmen Insigne Cs 13g VD750 x12,"1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,4,125655,"PISCO A.CARMEN ESP 1,0L 35G X6","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,4,122236,Monster Ultra Peachy Keen LT473cc x 6,"4,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,4,122225,Monster Ultra Paradise LT473cc x 6,"4,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,4,127354,Cer Budweiser LT354cc 5g x12,"27,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,4,122200,Monster Ultra LT473cc x 6,"4,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,4,122233,Monster NJ Ripper LT473cc x 6,"4,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,4,122217,Monster Mango Loco LT473cc x 6,"4,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,4,122202,Monster Energy LT473cc x 6,"4,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,5,120112,"Coca Cola RP2,0 L x 8","6,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,5,120461,"Coca Cola Sin Azucar RP2,0 x 8","2,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,5,120663,Fanta Naranja Full Sugar RP2L x8,"1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,5,121566,"Sprite Sin Azucar RP2,0 x8","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,5,120250,"Coca Cola RP3,0 x 6","2,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,5,120447,"Coca Cola Sin Azucar RP3,0 x 6","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,5,121350,"Sprite MidCal RP3,0 x 6","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,6,122629,Vital C/G PT600cc x 12 ter,"1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,6,123433,Del Valle Durazno PT400cc x 6,"1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,6,122951,Benedictino C/G PT500cc x 12,"1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,6,120725,Powerade Frozen Blast PT600cc x 6,"1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,6,123434,Del Valle Naranja PT400cc x 6,"1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,6,123435,Del Valle Piña PT400cc x 6,"1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,6,124429,Kapo Frmbsa Sachet 252cc 6X4,"2,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,6,122739,Vital S/G PT990cc x 6,"2,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,6,120367,"Powerade Zero Uva PT1,1 x 6","1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,6,120437,Coca Cola  PT591cc x 6,"9,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,6,120439,Coca Cola Light PT591cc x 6,"1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,6,120438,Coca Cola Sin Azucar PT591cc x 6,"4,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,6,120636,Fanta Naranja Full Sugar PT591ml x6,"1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,6,120683,Fanta Zero PT591cc x 6,"1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,6,121384,Sprite MidCal PT591cc x 6,"1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,6,121561,Sprite Sin Azucar PT591cc x6,"1,000","    0,000",,00:00:00,,,00:00:00,,,PM
6182659,6,122942,Benedictino Manzana PT500cc x 6,"1,000","    0,000",,00:00:00,,,00:00:00,,,PM
